game,console,loose_val,complete_val,new_val,date(D/M/Y)
Intec FM Radio Tuner,gameboy-advance,9.99,21.98,31.97,28/02/2024
Intec Game Buds,gameboy-advance,N/A,N/A,N/A,28/02/2024
Island: Extreme Stunts,gameboy-advance,9.32,20.53,24.00,28/02/2024
It's Mr Pants,gameboy-advance,21.07,48.40,74.96,28/02/2024
James Pond Codename Robocod,gameboy-advance,7.74,14.35,24.77,28/02/2024
Jimmy Neutron Boy Genius,gameboy-advance,4.50,14.99,32.25,28/02/2024
Jimmy Neutron Jet Fusion,gameboy-advance,5.43,10.00,15.00,28/02/2024
Jimmy Neutron vs Jimmy Negatron,gameboy-advance,6.23,35.00,19.95,28/02/2024
Jonny Moseley Mad Trix,gameboy-advance,5.86,7.00,11.00,28/02/2024
Jurassic Park III DNA Factor,gameboy-advance,10.49,48.16,77.59,28/02/2024
Justice League Chronicles,gameboy-advance,8.00,57.50,86.00,28/02/2024
Justice League Heroes Flash,gameboy-advance,10.99,31.78,44.97,28/02/2024
Justice League Injustice for All,gameboy-advance,5.19,41.20,62.00,28/02/2024
Kao the Kangaroo,gameboy-advance,9.98,68.36,121.46,28/02/2024
Karnaaj Rally,gameboy-advance,28.99,54.98,53.00,28/02/2024
Kelly Slater's Pro Surfer,gameboy-advance,5.53,9.71,13.96,28/02/2024
Kerplunk / Toss Across / Tip It,gameboy-advance,4.97,4.98,9.68,28/02/2024
Kid's Cards,gameboy-advance,1.17,6.68,10.00,28/02/2024
Kill.Switch,gameboy-advance,17.08,29.37,44.00,28/02/2024
Killer 3D Pool,gameboy-advance,5.89,6.43,7.00,28/02/2024
Kirby Nightmare in Dreamland [Not for Resale],gameboy-advance,65.00,N/A,N/A,28/02/2024
Kirby and the Amazing Mirror [Not for Resale],gameboy-advance,65.00,N/A,N/A,28/02/2024
Koala Brothers Outback Adventures,gameboy-advance,4.47,6.65,10.00,28/02/2024
Kong King of Atlantis,gameboy-advance,8.03,15.94,54.66,28/02/2024
Kong The Animated Series,gameboy-advance,4.99,13.82,30.74,28/02/2024
LEGO Island 2,gameboy-advance,9.65,23.47,35.00,28/02/2024
LEGO Knights Kingdom,gameboy-advance,6.28,14.91,22.00,28/02/2024
LEGO Racers 2,gameboy-advance,8.00,20.02,60.00,28/02/2024
LEGO Star Wars [Bonus Figure],gameboy-advance,62.50,133.33,199.99,28/02/2024
Land Before Time Collection,gameboy-advance,9.95,35.50,53.00,28/02/2024
Land Before Time Into the Mysterious Beyond,gameboy-advance,7.78,32.40,22.88,28/02/2024
Legends of Wrestling II,gameboy-advance,10.18,27.50,41.00,28/02/2024
Let's Ride Friends Forever,gameboy-advance,5.28,7.45,11.25,28/02/2024
Let's Ride Sunshine Stables,gameboy-advance,2.95,5.99,11.92,28/02/2024
Let's Ride! Dreamer,gameboy-advance,4.10,9.80,13.12,28/02/2024
Life/Yahtzee/Payday,gameboy-advance,4.50,7.47,14.74,28/02/2024
Lilo and Stitch 2 Hamsterviel Havoc,gameboy-advance,7.99,29.99,71.26,28/02/2024
Little Einsteins,gameboy-advance,4.99,15.15,24.99,28/02/2024
Lizzie McGuire 2,gameboy-advance,5.48,9.99,15.49,28/02/2024
Lizzie McGuire 3,gameboy-advance,5.59,7.97,9.99,28/02/2024
Lizzie McGuire on the Go,gameboy-advance,5.04,11.49,21.49,28/02/2024
Looney Tunes Back in Action,gameboy-advance,7.48,24.45,40.00,28/02/2024
Looney Tunes Double Pack,gameboy-advance,15.68,19.95,26.72,28/02/2024
M&amp;M's Blast,gameboy-advance,6.82,25.83,39.00,28/02/2024
M&amp;M's Break'Em,gameboy-advance,5.24,6.19,20.00,28/02/2024
MLB Slugfest 2004,gameboy-advance,10.90,41.52,62.00,28/02/2024
MX 2002,gameboy-advance,4.46,7.99,12.00,28/02/2024
Madagascar Operation Penguin,gameboy-advance,6.99,11.82,18.00,28/02/2024
Madagascar Operation Penguin and Shrek 2,gameboy-advance,6.95,13.84,21.90,28/02/2024
Madagascar and Shrek 2,gameboy-advance,9.98,42.67,64.00,28/02/2024
Madcatz System Link Cable,gameboy-advance,N/A,N/A,N/A,28/02/2024
Madden 2002,gameboy-advance,3.96,15.00,26.50,28/02/2024
Madden 2003,gameboy-advance,4.72,7.98,19.79,28/02/2024
Madden 2004,gameboy-advance,5.99,13.00,18.52,28/02/2024
Madden 2005,gameboy-advance,3.99,9.99,23.17,28/02/2024
Madden 2006,gameboy-advance,5.29,11.64,24.39,28/02/2024
Madden 2007,gameboy-advance,10.99,19.95,34.95,28/02/2024
Major League Baseball 2K7,gameboy-advance,10.00,13.96,22.73,28/02/2024
Manhole E-Reader,gameboy-advance,8.59,18.90,27.49,28/02/2024
Marble Madness &amp; Klax,gameboy-advance,7.36,12.00,15.59,28/02/2024
March of the Penguins,gameboy-advance,2.84,4.28,9.62,28/02/2024
March of the Penguins [Plush Toy Gift Pack],gameboy-advance,N/A,N/A,N/A,28/02/2024
Mario Bros E-Reader,gameboy-advance,9.99,13.75,21.00,28/02/2024
Mario Golf Advance Tour [Not for Resale],gameboy-advance,28.00,N/A,N/A,28/02/2024
Mario Kart Super Circuit [Not for Resale],gameboy-advance,25.67,N/A,N/A,28/02/2024
Mario Kart Super Circuit [Player's Choice],gameboy-advance,36.88,63.96,163.75,28/02/2024
Mario Pinball Land [Not for Resale],gameboy-advance,32.50,N/A,N/A,28/02/2024
Mario Tennis Power Tour [Not for Resale],gameboy-advance,69.99,N/A,N/A,28/02/2024
Mario and Luigi Superstar Saga [Not for Resale],gameboy-advance,50.00,N/A,N/A,28/02/2024
Mario and Luigi Superstar Saga [Player's Choice],gameboy-advance,30.00,62.34,150.00,28/02/2024
Mario vs. Donkey Kong [Not for Resale],gameboy-advance,30.47,N/A,N/A,28/02/2024
Mary Kate and Ashley Sweet 16,gameboy-advance,6.00,15.99,16.98,28/02/2024
Mary-Kate and Ashley Girls Night Out,gameboy-advance,7.49,7.99,74.86,28/02/2024
Mat Hoffman's Pro BMX,gameboy-advance,2.34,14.59,20.28,28/02/2024
Matchbox Missions Air Land Sea Rescue &amp; Emergency Response,gameboy-advance,4.91,5.39,8.00,28/02/2024
Math Patrol: The Kleptoid Threat,gameboy-advance,9.03,16.04,21.25,28/02/2024
Mech Platoon,gameboy-advance,16.62,39.99,54.99,28/02/2024
Medal of Honor Underground,gameboy-advance,13.00,23.99,39.99,28/02/2024
Meet the Robinsons,gameboy-advance,3.69,7.49,11.00,28/02/2024
Men in Black the Series,gameboy-advance,2.25,14.05,29.95,28/02/2024
Metroid Fusion [Not for Resale],gameboy-advance,58.88,N/A,N/A,28/02/2024
Metroid Zero Mission [Not for Resale],gameboy-advance,83.75,N/A,N/A,28/02/2024
Mighty Beanz Pocket Puzzles,gameboy-advance,3.90,11.02,27.40,28/02/2024
Mike Tyson Boxing,gameboy-advance,12.99,35.00,152.50,28/02/2024
Millipede / Super Breakout / Lunar Lander,gameboy-advance,7.35,14.99,22.00,28/02/2024
Minority Report,gameboy-advance,4.86,13.20,19.98,28/02/2024
Monster Bass Fishing,gameboy-advance,6.99,11.00,22.37,28/02/2024
Monster Force,gameboy-advance,7.42,27.74,55.09,28/02/2024
Monster Jam Maximum Destruction,gameboy-advance,6.40,23.34,35.00,28/02/2024
Monster Trucks Mayhem,gameboy-advance,4.50,9.89,14.18,28/02/2024
Monster Trucks Quad Fury Double Pack,gameboy-advance,5.23,6.18,9.27,28/02/2024
Mother 1+2 [Homebrew],gameboy-advance,19.99,60.26,305.23,28/02/2024
Mother 3 [Homebrew],gameboy-advance,22.40,74.99,75.00,28/02/2024
Moto GP,gameboy-advance,11.04,72.00,108.00,28/02/2024
Mouse Trap / Operation / Simon,gameboy-advance,3.97,9.00,13.93,28/02/2024
Mucha Lucha: Mascaritas of the Lost Code,gameboy-advance,7.00,17.59,28.29,28/02/2024
Muppet Pinball Mayhem,gameboy-advance,18.50,81.07,122.00,28/02/2024
My Little Pony Runaway Rainbow,gameboy-advance,9.36,20.70,33.35,28/02/2024
NASCAR Heat 2002,gameboy-advance,7.70,21.04,32.00,28/02/2024
NBA Jam 2002,gameboy-advance,12.59,15.25,39.99,28/02/2024
NFL Blitz 2002,gameboy-advance,3.72,18.83,35.00,28/02/2024
NFL Blitz 2003,gameboy-advance,6.30,12.99,35.76,28/02/2024
NHL 2002,gameboy-advance,25.56,60.30,83.48,28/02/2024
NHL Hitz 2003,gameboy-advance,12.77,40.99,61.00,28/02/2024
Nancy Drew Message in a Haunted Mansion,gameboy-advance,12.39,34.25,47.78,28/02/2024
Nickelodeon 4 Games on One Game Pack,gameboy-advance,5.77,7.68,12.00,28/02/2024
Nickelodeon 4 Games on One Game Pack [Movies],gameboy-advance,120.00,264.00,384.00,28/02/2024
Nickelodeon 4 Games on One Game Pack [USA-1],gameboy-advance,N/A,N/A,N/A,28/02/2024
Nickelodeon All Grown Up Express Yourself,gameboy-advance,1.99,9.05,14.99,28/02/2024
Nicktoons Attack of the Toybots,gameboy-advance,6.46,12.50,19.37,28/02/2024
Nicktoons Freeze Frame Frenzy,gameboy-advance,5.98,14.76,22.00,28/02/2024
Nicktoons Unite,gameboy-advance,4.94,15.00,32.77,28/02/2024
Night Trap,gameboy-advance,N/A,N/A,N/A,28/02/2024
No Rules Get Phat,gameboy-advance,6.50,29.99,51.00,28/02/2024
Noddy A Day in Toyland,gameboy-advance,5.00,5.78,13.21,28/02/2024
Nyko 6-Pak Care Case,gameboy-advance,N/A,N/A,N/A,28/02/2024
Nyko Strong Box,gameboy-advance,14.99,32.98,47.97,28/02/2024
Open Season,gameboy-advance,4.43,6.99,34.34,28/02/2024
Oriental Blue [Homebrew],gameboy-advance,23.89,64.60,185.00,28/02/2024
Over the Hedge,gameboy-advance,6.00,10.65,14.67,28/02/2024
Over the Hedge Hammy Goes Nuts,gameboy-advance,5.62,9.98,14.44,28/02/2024
Ozzy and Drix,gameboy-advance,19.19,130.00,195.00,28/02/2024
Pac-Man World 2,gameboy-advance,11.69,18.95,28.34,28/02/2024
"Paperboy, Rampage, Marble Madness, Klax",gameboy-advance,106.81,249.99,375.00,28/02/2024
Paws &amp; Claws Pet Resort,gameboy-advance,4.97,5.24,6.55,28/02/2024
Paws &amp; Claws Pet Vet,gameboy-advance,5.35,8.49,8.80,28/02/2024
Paws and Claws Dogs and Cats Best Friends,gameboy-advance,6.99,8.97,13.00,28/02/2024
Pelican GameBoy Link Cable,gameboy-advance,N/A,N/A,N/A,28/02/2024
Peter Pan,gameboy-advance,5.42,19.96,35.85,28/02/2024
Peter Pan The Motion Picture Event,gameboy-advance,4.63,11.05,26.37,28/02/2024
Petz Hamsterz 2,gameboy-advance,4.25,7.43,17.90,28/02/2024
Petz Vet,gameboy-advance,7.47,10.20,15.00,28/02/2024
Phil of the Future,gameboy-advance,3.99,5.19,7.72,28/02/2024
Piglet's Big Game,gameboy-advance,4.99,19.99,30.00,28/02/2024
Pinball E-Reader,gameboy-advance,10.04,N/A,13.16,28/02/2024
Pinball Tycoon,gameboy-advance,5.00,12.65,14.99,28/02/2024
Planet Monsters,gameboy-advance,5.00,29.95,34.95,28/02/2024
Planet of the Apes,gameboy-advance,6.96,15.31,11.25,28/02/2024
Pocket Dogs,gameboy-advance,6.10,17.42,26.00,28/02/2024
Pocket Professor KwikNotes,gameboy-advance,6.90,12.18,16.98,28/02/2024
Pokemon Mystery Dungeon Red Rescue Team [Not for Resale],gameboy-advance,99.95,N/A,N/A,28/02/2024
Pokemon Mystery Dungeon Red Rescue Team [Walmart DVD Bundle],gameboy-advance,N/A,N/A,N/A,28/02/2024
Pokemon Outlaw [Homebrew],gameboy-advance,N/A,N/A,N/A,28/02/2024
Pokemon Pinball Ruby and Sapphire [Not for Resale],gameboy-advance,55.00,N/A,N/A,28/02/2024
Pokemon Radical Red [Homebrew],gameboy-advance,32.50,N/A,N/A,28/02/2024
Pokemon Ruby [Not for Resale],gameboy-advance,52.83,N/A,N/A,28/02/2024
Pokemon Snakewood [Homebrew],gameboy-advance,N/A,N/A,N/A,28/02/2024
Polarium Advance,gameboy-advance,9.98,24.99,34.99,28/02/2024
Polly Pocket Super Splash Island,gameboy-advance,3.13,9.98,15.00,28/02/2024
Pong / Asteroids / Yar's Revenge,gameboy-advance,4.99,7.25,8.26,28/02/2024
Pong / Asteroids / Yar's Revenge / Millipede / Super Breakout / Lunar Lander,gameboy-advance,N/A,N/A,N/A,28/02/2024
Power Rangers Double Pack,gameboy-advance,10.73,37.19,56.00,28/02/2024
Powerpuff Girls Him and Seek,gameboy-advance,12.00,49.89,103.00,28/02/2024
Powerpuff Girls Mojo Jojo / Dexter's Laboratory Deesaster Strikes,gameboy-advance,1.99,5.00,8.00,28/02/2024
Prehistorik Man,gameboy-advance,8.20,29.63,61.10,28/02/2024
Prince of Persia Sands of Time [Not for Resale],gameboy-advance,14.99,N/A,N/A,28/02/2024
Princess Natasha: Student Secret Agent Princess,gameboy-advance,2.29,4.77,6.47,28/02/2024
Punch King,gameboy-advance,16.58,40.99,46.98,28/02/2024
Puppy Luv Spa and Resort,gameboy-advance,3.78,8.94,8.97,28/02/2024
Rainbow Six Rogue Spear,gameboy-advance,17.99,25.81,89.99,28/02/2024
Rampage Puzzle Attack,gameboy-advance,9.49,28.95,43.00,28/02/2024
Rapala Pro Fishing,gameboy-advance,3.99,8.95,16.73,28/02/2024
Razor Freestyle Scooter,gameboy-advance,4.16,4.50,19.99,28/02/2024
Ready 2 Rumble Boxing Round 2,gameboy-advance,7.10,19.24,24.38,28/02/2024
Red Zellers Gameboy Advance System,gameboy-advance,N/A,N/A,N/A,28/02/2024
Reggie's Radical Adventures [Homebrew],gameboy-advance,9.99,N/A,N/A,28/02/2024
Reign of Fire,gameboy-advance,5.08,19.00,41.73,28/02/2024
Rescue Heroes Billy Blazes,gameboy-advance,9.95,80.67,121.00,28/02/2024
Ripping Friends World's Most Manly Men,gameboy-advance,6.86,14.98,30.00,28/02/2024
Risk / Battleship / Clue,gameboy-advance,6.54,7.00,10.10,28/02/2024
Road Trip Shifting Gears,gameboy-advance,26.65,119.00,179.00,28/02/2024
Robots,gameboy-advance,6.61,14.88,20.94,28/02/2024
Rock 'em Sock 'em Robots,gameboy-advance,4.72,10.22,10.97,28/02/2024
Rocket Power Beach Bandits,gameboy-advance,5.95,14.29,29.62,28/02/2024
Rocket Power Dream Scheme,gameboy-advance,5.40,16.68,25.00,28/02/2024
Rocket Power Zero Gravity Zone,gameboy-advance,2.50,9.25,23.89,28/02/2024
Rocky,gameboy-advance,12.69,33.22,50.00,28/02/2024
Rugrats I Gotta Go Party,gameboy-advance,4.99,35.33,53.00,28/02/2024
SSX 3,gameboy-advance,6.47,26.00,46.17,28/02/2024
Sabrina The Teenage Witch,gameboy-advance,9.00,25.76,90.00,28/02/2024
Salt Lake 2002,gameboy-advance,5.32,9.95,32.00,28/02/2024
Samurai Deeper Kyo,gameboy-advance,59.99,75.86,81.17,28/02/2024
Samurai Deeper Kyo [DVD Bundle],gameboy-advance,102.50,225.50,328.00,28/02/2024
Santa Clause 3 The Escape Clause,gameboy-advance,4.25,5.69,19.38,28/02/2024
Scooby Doo Cyber Chase,gameboy-advance,9.45,26.49,61.00,28/02/2024
Scooby Doo Movie Double Pack,gameboy-advance,9.07,23.50,28.62,28/02/2024
Scrabble Blast,gameboy-advance,6.54,9.50,13.55,28/02/2024
Sea Trader Rise of Taipan,gameboy-advance,16.49,40.71,60.99,28/02/2024
Shamu's Deep Sea Adventures,gameboy-advance,1.00,11.34,17.00,28/02/2024
Shantae Advance: Risky Revolution,gameboy-advance,N/A,N/A,N/A,28/02/2024
Shantae Advance: Risky Revolution [Collector's Edition],gameboy-advance,N/A,N/A,N/A,28/02/2024
Shaun Palmers Pro Snowboarder,gameboy-advance,4.94,9.45,17.39,28/02/2024
Shrek 2 Beg for Mercy,gameboy-advance,5.46,19.91,30.00,28/02/2024
Shrek Hassle in the Castle,gameboy-advance,5.15,21.58,30.00,28/02/2024
Shrek Smash and Crash Racing,gameboy-advance,3.99,13.71,21.00,28/02/2024
Shrek Swamp Kart Speedway,gameboy-advance,4.95,22.49,34.00,28/02/2024
Shrek the Third,gameboy-advance,3.99,8.68,12.45,28/02/2024
Silent Scope,gameboy-advance,21.50,54.97,118.28,28/02/2024
Sitting Ducks,gameboy-advance,5.73,19.99,20.68,28/02/2024
Sky Dancers,gameboy-advance,3.92,12.49,19.00,28/02/2024
Smashing Drive,gameboy-advance,25.66,35.00,53.00,28/02/2024
Smuggler's Run,gameboy-advance,4.97,14.95,19.99,28/02/2024
Snood 2 On Vacation,gameboy-advance,4.95,8.00,12.00,28/02/2024
Soccer Kid,gameboy-advance,14.00,16.49,19.95,28/02/2024
Soccer Mania,gameboy-advance,4.44,26.00,39.00,28/02/2024
Spiderman Mysterio's Menace / X-2 Wolverines Revenge,gameboy-advance,17.00,35.27,53.00,28/02/2024
Spirit Stallion of the Cimarron Search for Homeland,gameboy-advance,4.49,10.40,26.67,28/02/2024
Splinter Cell Pandora Tomorrow,gameboy-advance,10.72,28.41,49.99,28/02/2024
SpongeBob SquarePants and Fairly OddParents,gameboy-advance,5.00,21.39,32.00,28/02/2024
Sports Illustrated For Kids Baseball,gameboy-advance,2.25,9.89,15.57,28/02/2024
Sports Illustrated For Kids Football,gameboy-advance,3.49,6.82,11.39,28/02/2024
Spy Hunter,gameboy-advance,5.79,13.88,19.51,28/02/2024
Spy Hunter &amp; Super Sprint,gameboy-advance,7.95,14.96,14.61,28/02/2024
Spy Kids 3D Game Over,gameboy-advance,6.20,20.51,37.68,28/02/2024
Spy Kids Challenger,gameboy-advance,4.86,7.99,9.70,28/02/2024
Spy Muppets License to Croak,gameboy-advance,8.99,11.95,23.47,28/02/2024
Stadium Games,gameboy-advance,4.20,23.77,20.98,28/02/2024
Starsky and Hutch,gameboy-advance,6.97,14.99,25.78,28/02/2024
Strawberry Shortcake Sweet Dreams,gameboy-advance,5.95,12.00,18.00,28/02/2024
Strawberry Shortcake: Summertime Adventure [Special Edition],gameboy-advance,2.00,4.40,29.99,28/02/2024
Street Jam Basketball,gameboy-advance,7.81,7.83,22.11,28/02/2024
Street Racing Syndicate,gameboy-advance,7.57,15.56,14.31,28/02/2024
Strike Force Hydra,gameboy-advance,12.00,40.55,62.66,28/02/2024
Stuart Little 2,gameboy-advance,4.06,7.21,12.99,28/02/2024
Stuntman,gameboy-advance,8.95,19.99,12.98,28/02/2024
Sudoku Fever,gameboy-advance,3.87,7.33,11.00,28/02/2024
Suite Life of Zack and Cody Tipton Caper,gameboy-advance,6.32,12.00,20.16,28/02/2024
Sum of All Fears,gameboy-advance,5.51,20.87,31.30,28/02/2024
Super Army War,gameboy-advance,20.78,55.00,63.70,28/02/2024
Super Bubble Pop,gameboy-advance,3.24,8.72,11.75,28/02/2024
Super Bust-A-Move,gameboy-advance,17.05,49.95,58.71,28/02/2024
Super Collapse II,gameboy-advance,4.80,12.49,19.00,28/02/2024
Super Dropzone,gameboy-advance,5.47,10.00,14.41,28/02/2024
Super Duper Sumos,gameboy-advance,5.72,12.58,29.48,28/02/2024
Super Hornet FA-18F,gameboy-advance,3.33,11.06,20.35,28/02/2024
Super Mario Advance 2 [Not for Resale],gameboy-advance,22.94,N/A,N/A,28/02/2024
Super Mario Advance 2 [Player's Choice],gameboy-advance,27.28,54.00,150.00,28/02/2024
Super Mario Advance 3 Yoshi's Island [Not for Resale],gameboy-advance,14.00,N/A,N/A,28/02/2024
Super Mario Advance 3 Yoshi's Island [Player's Choice],gameboy-advance,51.74,58.27,279.95,28/02/2024
Super Mario Advance 4: Super Mario Bros. 3 [Not for Resale],gameboy-advance,29.99,N/A,N/A,28/02/2024
Super Mario Advance [Not for Resale],gameboy-advance,29.99,N/A,N/A,28/02/2024
Super Mario Advance [Player's Choice],gameboy-advance,24.90,52.00,173.50,28/02/2024
Superman Countdown to Apokolips,gameboy-advance,10.66,26.46,94.94,28/02/2024
Superman Returns,gameboy-advance,6.28,13.00,35.63,28/02/2024
Surf's Up,gameboy-advance,6.36,10.02,19.99,28/02/2024
Tang Tang,gameboy-advance,7.41,29.64,43.65,28/02/2024
Tarzan Return to the Jungle,gameboy-advance,4.99,12.60,36.00,28/02/2024
Ten Pin Alley 2,gameboy-advance,5.29,24.50,37.00,28/02/2024
Tennis e-Reader,gameboy-advance,6.65,N/A,9.97,28/02/2024
Terminator 3 Rise of the Machines,gameboy-advance,9.46,38.82,52.35,28/02/2024
Texas Hold 'em Poker / Golden Nugget Casino,gameboy-advance,5.26,7.33,8.95,28/02/2024
That's So Raven 2 Supernatural Style,gameboy-advance,4.61,10.00,15.00,28/02/2024
The Cheetah Girls,gameboy-advance,2.21,6.56,9.99,28/02/2024
The Incredibles Rise of the Underminer,gameboy-advance,3.13,6.99,14.97,28/02/2024
The Incredibles and Finding Nemo,gameboy-advance,2.90,10.67,16.00,28/02/2024
The Jungle Book,gameboy-advance,5.49,25.57,47.00,28/02/2024
The Lion King 1 1/2,gameboy-advance,7.99,19.99,34.99,28/02/2024
The Mummy,gameboy-advance,16.78,82.00,125.00,28/02/2024
The Muppets On With the Show,gameboy-advance,4.84,10.65,15.97,28/02/2024
The Polar Express,gameboy-advance,6.73,18.16,53.00,28/02/2024
The Proud Family,gameboy-advance,6.37,13.90,19.00,28/02/2024
The Scorpion King Sword of Osiris,gameboy-advance,6.49,19.03,37.50,28/02/2024
The Wild,gameboy-advance,3.15,16.70,14.99,28/02/2024
Three Stooges,gameboy-advance,11.22,36.19,44.28,28/02/2024
Thunder Alley,gameboy-advance,6.00,22.49,34.00,28/02/2024
Thunderbirds,gameboy-advance,3.99,8.84,12.20,28/02/2024
Tiger Woods 2004,gameboy-advance,5.05,9.97,9.99,28/02/2024
Tiger Woods PGA Golf,gameboy-advance,1.99,3.50,7.03,28/02/2024
Tokyo Xtreme Racer Advance,gameboy-advance,6.50,54.70,99.95,28/02/2024
Tom and Jerry Magic Ring,gameboy-advance,6.13,24.22,60.00,28/02/2024
Tom and Jerry Tales,gameboy-advance,13.01,61.02,73.80,28/02/2024
Tonka On The Job,gameboy-advance,5.95,12.90,17.79,28/02/2024
Tony Hawk Downhill Jam,gameboy-advance,3.01,12.09,18.47,28/02/2024
Tony Hawk Kelly Slater Double Pak,gameboy-advance,10.24,42.00,63.00,28/02/2024
Top Gear GT Championship,gameboy-advance,13.00,80.00,120.00,28/02/2024
Top Gear Rally [Not for Resale],gameboy-advance,47.47,N/A,N/A,28/02/2024
Top Spin 2,gameboy-advance,4.20,7.92,6.95,28/02/2024
Totally Spies,gameboy-advance,13.74,17.01,21.84,28/02/2024
Totally Spies 2 Undercover,gameboy-advance,15.00,29.85,37.97,28/02/2024
Treasure Planet,gameboy-advance,6.81,30.94,34.49,28/02/2024
Tremblay Island [Homebrew],gameboy-advance,N/A,N/A,N/A,28/02/2024
Tringo,gameboy-advance,3.89,12.62,19.00,28/02/2024
Trollz Hair Affair,gameboy-advance,5.31,5.32,15.30,28/02/2024
Turbo Turtle Adventure,gameboy-advance,9.82,32.56,49.00,28/02/2024
Tweety and the Magic Gems,gameboy-advance,6.98,118.00,177.00,28/02/2024
Twin Kickers,gameboy-advance,N/A,N/A,N/A,28/02/2024
Ty the Tasmanian Tiger 2 Bush Rescue,gameboy-advance,4.02,12.68,41.57,28/02/2024
Ty the Tasmanian Tiger 3,gameboy-advance,4.57,20.21,42.99,28/02/2024
Ultimate Arcade Games,gameboy-advance,13.01,21.95,39.91,28/02/2024
Ultimate Beach Soccer,gameboy-advance,59.98,500.00,250.00,28/02/2024
Ultimate Brain Games,gameboy-advance,7.15,11.32,16.15,28/02/2024
Ultimate Card Games,gameboy-advance,9.10,13.47,14.95,28/02/2024
Ultimate Game Library Case,gameboy-advance,49.99,68.65,165.00,28/02/2024
Ultimate Puzzle Games,gameboy-advance,7.12,10.00,51.00,28/02/2024
Ultimate Winter Games,gameboy-advance,9.43,11.17,16.76,28/02/2024
Unfabulous,gameboy-advance,4.19,4.61,9.97,28/02/2024
Uno 52,gameboy-advance,4.14,5.63,7.51,28/02/2024
Uno Freefall,gameboy-advance,4.73,9.99,6.20,28/02/2024
Uno and Skip-Bo,gameboy-advance,6.95,6.98,10.95,28/02/2024
V-Rally 3,gameboy-advance,49.50,183.75,276.00,28/02/2024
Veggie Tales: LarryBoy and the Bad Apple,gameboy-advance,5.93,15.50,26.00,28/02/2024
Virtua Tennis,gameboy-advance,6.18,12.59,19.99,28/02/2024
Virtual Kasparov,gameboy-advance,7.95,19.00,23.72,28/02/2024
WTA Tour Tennis,gameboy-advance,8.99,9.33,50.00,28/02/2024
WWE Survivor Series,gameboy-advance,14.00,41.56,62.00,28/02/2024
WWF Road to Wrestlemania,gameboy-advance,7.95,20.60,59.99,28/02/2024
Wacky Stackers,gameboy-advance,7.18,25.00,50.35,28/02/2024
Waimanu: Grinding Blocks Adventure [Homebrew],gameboy-advance,N/A,N/A,N/A,28/02/2024
Wakeboarding Unleashed,gameboy-advance,6.27,N/A,4.26,28/02/2024
Wario Land 4 [Not for Resale],gameboy-advance,60.00,N/A,N/A,28/02/2024
Wario Ware Mega Microgames [Not for Resale],gameboy-advance,46.99,N/A,N/A,28/02/2024
Whac-A-Mole,gameboy-advance,5.56,8.25,16.95,28/02/2024
Wild Thornberry's Chimp Chase,gameboy-advance,2.53,12.97,16.99,28/02/2024
Wild Thornberrys Movie,gameboy-advance,3.88,9.99,14.01,28/02/2024
Wings Advance,gameboy-advance,33.00,86.00,106.57,28/02/2024
Winnie the Pooh Rumbly Tumbly Adventure,gameboy-advance,4.26,12.99,21.99,28/02/2024
Winx Club,gameboy-advance,12.15,26.94,40.00,28/02/2024
Winx Club Quest for the Codex,gameboy-advance,17.95,21.33,32.00,28/02/2024
Word Safari: The Friendship Totems,gameboy-advance,21.65,62.42,80.25,28/02/2024
World Championship Poker,gameboy-advance,3.79,9.32,6.95,28/02/2024
World Poker Tour,gameboy-advance,3.37,6.49,8.86,28/02/2024
World Tennis Stars,gameboy-advance,3.23,19.33,29.00,28/02/2024
X-Bladez Inline Skater,gameboy-advance,3.76,7.30,9.50,28/02/2024
X-Men: The Official Game,gameboy-advance,7.61,18.05,34.14,28/02/2024
X-men Reign of Apocalypse,gameboy-advance,17.25,48.79,73.00,28/02/2024
X2 Wolverines Revenge,gameboy-advance,5.50,15.10,26.45,28/02/2024
XS Moto,gameboy-advance,8.52,34.95,100.39,28/02/2024
Yu-Gi-Oh Destiny Board Traveler [2 Game Packs],gameboy-advance,N/A,N/A,N/A,28/02/2024
Yu-Gi-Oh GX Duel Academy [Not for Resale],gameboy-advance,N/A,N/A,N/A,28/02/2024
Zapper,gameboy-advance,4.66,15.93,20.85,28/02/2024
Zatch Bell Electric Arena,gameboy-advance,19.99,64.99,82.06,28/02/2024
Zelda Link to the Past [Not for Resale],gameboy-advance,31.25,N/A,N/A,28/02/2024
Zelda Minish Cap [Not for Resale],gameboy-advance,113.08,N/A,N/A,28/02/2024
Zoey 101,gameboy-advance,6.17,9.20,15.40,28/02/2024
ZooCube,gameboy-advance,6.11,13.43,17.68,28/02/2024
Powerdock SP,gameboy-advance,N/A,N/A,N/A,28/02/2024
Mad Catz Ultra Link SP Cable,gameboy-advance,N/A,N/A,N/A,28/02/2024
Nintendo e-Reader Sample Pack,gameboy-advance,N/A,N/A,N/A,28/02/2024
Game Boy Advance SP Super Mario Bros 3 Bundle,gameboy-advance,N/A,N/A,N/A,28/02/2024
GameBoy Advance AC Adapter Set,gameboy-advance,N/A,N/A,N/A,28/02/2024
Barbie Secret Agent Barbie,gameboy-advance,7.62,14.00,15.99,28/02/2024
Dexter's Laboratory: Deesaster Strikes [USA-1],gameboy-advance,45.01,99.02,144.03,28/02/2024
