game,console,loose_val,complete_val,new_val,date(D/M/Y)
The Sims 2: Pets,nintendo-ds,6.75,7.25,14.99,28/02/2024
Picross 3D,nintendo-ds,9.99,12.73,27.97,28/02/2024
Glory of Heracles,nintendo-ds,11.97,16.01,28.49,28/02/2024
Infinite Space,nintendo-ds,39.02,97.56,132.32,28/02/2024
Mega Man Star Force Dragon,nintendo-ds,57.99,74.89,581.34,28/02/2024
Guitar Hero On Tour Decades [Bundle],nintendo-ds,5.48,8.14,24.46,28/02/2024
Harvest Moon DS Cute,nintendo-ds,46.34,60.96,99.49,28/02/2024
Snowboard Kids,nintendo-ds,18.87,49.74,99.85,28/02/2024
Sonic &amp; SEGA All-Stars Racing,nintendo-ds,8.50,9.92,19.30,28/02/2024
Tetris Party Deluxe,nintendo-ds,11.97,12.61,21.24,28/02/2024
Pokemon [Not for Resale Celebi],nintendo-ds,49.00,N/A,N/A,28/02/2024
Zhu Zhu Pets,nintendo-ds,4.17,6.52,11.24,28/02/2024
Bomberman Land Touch 2,nintendo-ds,43.97,55.00,101.26,28/02/2024
Dragon's Lair,nintendo-ds,20.97,36.69,84.93,28/02/2024
Drawn to Life,nintendo-ds,7.24,7.31,24.96,28/02/2024
SimCity,nintendo-ds,5.23,9.00,22.50,28/02/2024
Valkyrie Profile: Covenant of the Plume,nintendo-ds,18.84,26.37,30.00,28/02/2024
Ghostbusters: The Video Game,nintendo-ds,7.95,8.13,22.51,28/02/2024
Dokapon Journey,nintendo-ds,85.40,134.41,255.00,28/02/2024
Magician's Quest: Mysterious Times,nintendo-ds,109.93,146.93,295.00,28/02/2024
Naruto Path of The Ninja,nintendo-ds,9.95,15.69,39.99,28/02/2024
Shin Megami Tensei: Devil Survivor 2,nintendo-ds,22.50,27.87,45.01,28/02/2024
Call of Duty 4 Modern Warfare,nintendo-ds,8.74,10.27,28.00,28/02/2024
Lime Green Nintendo DS Lite,nintendo-ds,87.33,187.37,356.00,28/02/2024
Mr Driller Drill Spirits,nintendo-ds,9.13,14.92,29.00,28/02/2024
Shepherd's Crossing 2,nintendo-ds,167.11,351.30,667.00,28/02/2024
Ultimate Mortal Kombat,nintendo-ds,23.96,31.89,50.99,28/02/2024
Best Buy Nintendo Zone Beacon,nintendo-ds,33.91,47.47,90.00,28/02/2024
Goosebumps HorrorLand,nintendo-ds,10.59,12.50,23.94,28/02/2024
Lux-Pain,nintendo-ds,12.40,20.91,49.99,28/02/2024
Retro Game Challenge,nintendo-ds,37.14,60.00,153.50,28/02/2024
Yu-Gi-Oh 5D's World Championship 2010: Reverse of Arcadia,nintendo-ds,22.50,25.93,139.99,28/02/2024
Crash of the Titans,nintendo-ds,10.62,11.99,31.14,28/02/2024
Ice Blue Nintendo DS Lite Limited Edition,nintendo-ds,56.01,78.41,99.99,28/02/2024
Izuna Legend of the Unemployed Ninja,nintendo-ds,64.72,96.99,223.44,28/02/2024
Nintendogs Dalmatian and Friends,nintendo-ds,9.78,11.20,28.30,28/02/2024
Steal Princess,nintendo-ds,60.00,99.97,133.16,28/02/2024
Trauma Center Under the Knife 2,nintendo-ds,34.64,60.00,80.51,28/02/2024
Bangai O Spirits,nintendo-ds,22.50,39.89,60.74,28/02/2024
Bejeweled Twist,nintendo-ds,3.63,5.57,15.00,28/02/2024
Black Reshiram &amp; Zekrom Edition Nintendo DSi,nintendo-ds,86.75,279.61,997.86,28/02/2024
Cooking Mama 3: Shop &amp; Chop,nintendo-ds,10.75,12.69,25.79,28/02/2024
Crosswords DS,nintendo-ds,3.63,5.99,8.35,28/02/2024
Dig Dug Digging Strike,nintendo-ds,15.55,29.97,59.56,28/02/2024
Personal Trainer Cooking,nintendo-ds,3.38,4.49,9.91,28/02/2024
Yu-Gi-Oh Nightmare Troubadour,nintendo-ds,38.98,56.00,104.35,28/02/2024
LEGO Battles,nintendo-ds,4.72,7.01,19.50,28/02/2024
Final Fantasy Crystal Chronicles: Echoes of Time,nintendo-ds,18.79,28.84,39.99,28/02/2024
Ivy the Kiwi,nintendo-ds,24.48,35.66,71.81,28/02/2024
Jake Hunter Detective Story: Memories of the Past,nintendo-ds,60.00,89.50,157.48,28/02/2024
LEGO Lord Of The Rings,nintendo-ds,6.62,6.95,10.34,28/02/2024
Master of Illusion,nintendo-ds,3.99,6.79,15.65,28/02/2024
Nostalgia,nintendo-ds,29.99,59.97,125.00,28/02/2024
Feel the Magic XY XX,nintendo-ds,8.70,11.91,21.72,28/02/2024
Spiderman 3,nintendo-ds,8.11,9.55,35.72,28/02/2024
The Urbz Sims in the City,nintendo-ds,26.93,34.97,66.00,28/02/2024
Ben 10 Alien Force,nintendo-ds,5.70,7.54,11.10,28/02/2024
Digimon World Championship,nintendo-ds,20.49,39.00,118.91,28/02/2024
Magical Starsign,nintendo-ds,16.13,28.67,44.02,28/02/2024
Max Media Player,nintendo-ds,10.15,15.51,29.00,28/02/2024
Crash Boom Bang,nintendo-ds,8.95,13.40,26.05,28/02/2024
Gold Zelda Nintendo DS,nintendo-ds,88.27,313.95,725.00,28/02/2024
Spectrobes Beyond The Portals,nintendo-ds,8.75,14.03,20.00,28/02/2024
Tamagotchi Connection Corner Shop,nintendo-ds,23.31,26.45,44.44,28/02/2024
Nintendo DS Browser,nintendo-ds,7.49,12.80,14.44,28/02/2024
1001 Touch Games,nintendo-ds,5.72,6.10,14.69,28/02/2024
Cars,nintendo-ds,6.17,7.23,16.94,28/02/2024
Mega Man Star Force Pegasus,nintendo-ds,39.82,71.31,121.50,28/02/2024
Pokemon Meloetta Distribution Cartridge,nintendo-ds,193.59,332.75,632.00,28/02/2024
Spiderman 2,nintendo-ds,6.75,8.95,17.00,28/02/2024
The Sims 2,nintendo-ds,19.52,22.14,49.99,28/02/2024
Touch the Dead,nintendo-ds,23.01,29.25,33.89,28/02/2024
DK Jungle Climber,nintendo-ds,16.03,24.24,29.08,28/02/2024
Sands of Destruction,nintendo-ds,53.00,102.98,134.11,28/02/2024
Tangled,nintendo-ds,4.85,5.61,13.57,28/02/2024
The Legend of Kage 2,nintendo-ds,10.65,17.49,34.99,28/02/2024
Toy Story 3: The Video Game,nintendo-ds,6.50,7.44,17.34,28/02/2024
LEGO Star Wars III: The Clone Wars,nintendo-ds,5.19,7.24,13.14,28/02/2024
MySims Agents,nintendo-ds,7.82,9.50,19.99,28/02/2024
Henry Hatsworth in the Puzzling Adventure,nintendo-ds,13.22,18.99,50.71,28/02/2024
Batman: The Brave and the Bold,nintendo-ds,10.56,14.61,24.49,28/02/2024
Bejeweled 3,nintendo-ds,6.75,7.77,13.34,28/02/2024
SpongeBob's Boating Bash,nintendo-ds,5.45,6.71,13.48,28/02/2024
Brothers in Arms War Stories,nintendo-ds,5.67,9.34,30.72,28/02/2024
Lunar Knights,nintendo-ds,29.77,45.00,86.46,28/02/2024
Pokemon Pearl [Carrying Case Bundle],nintendo-ds,785.71,631.58,000.00,28/02/2024
Zelda Phantom Hourglass [Not for Resale],nintendo-ds,129.99,N/A,N/A,28/02/2024
Pokemon [Not for Resale Diamond &amp; Pearl],nintendo-ds,403.01,N/A,N/A,28/02/2024
Bakugan: Defenders of the Core,nintendo-ds,5.51,8.99,16.26,28/02/2024
Duke Nukem: Critical Mass,nintendo-ds,28.75,36.10,83.20,28/02/2024
Elebits The Adventures of Kai and Zero,nintendo-ds,25.99,41.53,55.73,28/02/2024
Lufia: Curse of the Sinistrals,nintendo-ds,46.90,77.77,94.04,28/02/2024
Madden 2009,nintendo-ds,10.19,12.87,20.35,28/02/2024
Mazes of Fate,nintendo-ds,29.00,39.99,76.00,28/02/2024
My Little Pony Pinkie Pie's Party,nintendo-ds,4.96,7.37,10.09,28/02/2024
Naruto Path of the Ninja 2,nintendo-ds,19.99,21.90,35.07,28/02/2024
Phantasy Star 0,nintendo-ds,34.81,58.00,91.53,28/02/2024
Spiderman: Edge of Time,nintendo-ds,9.27,12.47,34.99,28/02/2024
The Sims 2: Apartment Pets,nintendo-ds,7.00,8.97,14.99,28/02/2024
Yu-Gi-Oh World Championship 2007,nintendo-ds,18.82,25.96,100.00,28/02/2024
Yoshi Touch and Go,nintendo-ds,13.15,22.75,117.50,28/02/2024
Alice in Wonderland: The Movie,nintendo-ds,8.99,10.78,16.61,28/02/2024
Battle of Giants: Dinosaurs,nintendo-ds,7.13,7.50,29.97,28/02/2024
Code Lyoko,nintendo-ds,15.31,24.87,47.00,28/02/2024
Deal or No Deal,nintendo-ds,3.04,5.47,8.50,28/02/2024
Mario and Sonic at the Olympic Games [Not for Resale],nintendo-ds,39.99,N/A,N/A,28/02/2024
Prince of Persia Fallen King,nintendo-ds,6.30,9.25,15.50,28/02/2024
Soul Bubbles,nintendo-ds,7.75,17.76,23.45,28/02/2024
Sprung,nintendo-ds,8.81,8.87,17.00,28/02/2024
Star Wars Battlefront: Elite Squadron,nintendo-ds,8.55,8.93,24.99,28/02/2024
Super Monkey Ball Touch &amp; Roll,nintendo-ds,7.03,10.95,14.99,28/02/2024
Ultimate Spiderman,nintendo-ds,17.00,24.70,46.00,28/02/2024
Wipeout: The Game,nintendo-ds,4.76,5.00,8.44,28/02/2024
Nintendo DSi XL [Black],nintendo-ds,146.43,215.79,410.00,28/02/2024
Adventure Time: Hey Ice King Collector's Edition,nintendo-ds,59.19,59.99,110.96,28/02/2024
Blue Dragon Plus,nintendo-ds,18.49,29.33,63.71,28/02/2024
Carnival Games,nintendo-ds,4.53,4.63,12.95,28/02/2024
KORG DS-10 Synthesizer Plus,nintendo-ds,42.97,59.20,70.82,28/02/2024
Crafting Mama,nintendo-ds,10.39,10.95,19.99,28/02/2024
Etrian Odyssey,nintendo-ds,33.53,57.50,96.31,28/02/2024
Gardening Mama,nintendo-ds,7.49,10.00,20.00,28/02/2024
Garfield's Nightmare,nintendo-ds,12.83,19.10,41.98,28/02/2024
Mega Man Battle Network 5 Double Team,nintendo-ds,21.53,37.48,97.35,28/02/2024
Monster High: Ghoul Spirit,nintendo-ds,9.14,10.66,18.74,28/02/2024
Pokemon Platinum [Figure Bundle],nintendo-ds,91.92,128.63,244.00,28/02/2024
SpongeBob's Atlantis SquarePantis,nintendo-ds,6.33,7.53,19.17,28/02/2024
LEGO Star Wars II Original Trilogy,nintendo-ds,5.85,6.30,19.48,28/02/2024
SpongeBob SquarePants Featuring Nicktoons Globs of Doom,nintendo-ds,5.50,7.32,18.68,28/02/2024
Custom Robo Arena,nintendo-ds,22.92,36.00,75.00,28/02/2024
Elf Bowling 1 &amp; 2,nintendo-ds,26.20,56.06,148.45,28/02/2024
Legacy of Ys: Books I &amp; II,nintendo-ds,53.36,97.10,178.50,28/02/2024
Phoenix Wright Trials and Tribulations,nintendo-ds,18.22,28.52,42.50,28/02/2024
Rune Factory A Fantasy Harvest Moon,nintendo-ds,22.74,33.45,74.12,28/02/2024
Super Robot Taisen OG Saga Endless Frontier,nintendo-ds,69.29,161.77,275.00,28/02/2024
Call of Duty Modern Warfare 3,nintendo-ds,10.24,15.47,29.55,28/02/2024
Bubble Bobble Double Shot,nintendo-ds,13.86,19.00,41.00,28/02/2024
Guitar Hero On Tour Decades,nintendo-ds,5.99,19.96,38.00,28/02/2024
Hello Kitty Big City Dreams,nintendo-ds,12.80,14.99,18.66,28/02/2024
Orange Nintendo DSi System,nintendo-ds,83.79,138.24,263.00,28/02/2024
Thor: God of Thunder,nintendo-ds,8.75,14.24,16.52,28/02/2024
Battle of Giants: Dragons,nintendo-ds,4.95,6.62,19.99,28/02/2024
From the Abyss,nintendo-ds,28.28,49.99,110.00,28/02/2024
Inuyasha Secret of the Divine Jewel,nintendo-ds,45.92,67.36,270.18,28/02/2024
Master of the Monster Lair,nintendo-ds,19.47,34.72,54.71,28/02/2024
MySims,nintendo-ds,8.47,11.59,28.27,28/02/2024
Mystery Case Files MillionHeir,nintendo-ds,2.30,5.82,6.73,28/02/2024
Ninja Town,nintendo-ds,12.23,16.24,31.61,28/02/2024
Puyo Pop Fever,nintendo-ds,23.17,39.58,75.00,28/02/2024
Scooby-Doo First Frights,nintendo-ds,9.47,11.86,24.24,28/02/2024
Style Savvy,nintendo-ds,22.53,25.00,42.40,28/02/2024
Veggy World,nintendo-ds,53.88,396.33,753.00,28/02/2024
Worms Open Warfare 2,nintendo-ds,9.73,9.99,23.70,28/02/2024
Zoo Tycoon 2,nintendo-ds,5.77,6.49,24.95,28/02/2024
Avatar the Last Airbender,nintendo-ds,12.64,16.56,31.47,28/02/2024
Mega Man Star Force Leo,nintendo-ds,37.31,62.00,104.48,28/02/2024
MySims Kingdom,nintendo-ds,7.11,8.45,17.50,28/02/2024
Ragnarok Online DS,nintendo-ds,29.99,76.29,145.00,28/02/2024
Strawberry Shortcake Four Seasons Cake,nintendo-ds,15.00,20.62,43.48,28/02/2024
Dragon Ball Z Harukanaru Densetsu,nintendo-ds,14.97,18.39,35.00,28/02/2024
Garfield's Fun Fest,nintendo-ds,5.99,6.85,13.99,28/02/2024
Rune Factory 2 A Fantasy Harvest Moon,nintendo-ds,35.68,42.57,71.45,28/02/2024
Biker Mice From Mars,nintendo-ds,18.45,43.68,83.00,28/02/2024
Nintendogs Chihuahua and Friends,nintendo-ds,7.49,10.64,22.85,28/02/2024
Thundercats,nintendo-ds,15.24,24.53,41.00,28/02/2024
Star Wars The Force Unleashed,nintendo-ds,6.32,6.57,15.00,28/02/2024
Death Jr &amp; the Science Fair of Doom,nintendo-ds,10.14,14.75,21.77,28/02/2024
Dragon Ball Z Supersonic Warriors 2,nintendo-ds,20.80,22.63,57.65,28/02/2024
Harvest Moon: Frantic Farming,nintendo-ds,11.10,15.58,25.99,28/02/2024
Indiana Jones and the Staff of Kings,nintendo-ds,4.50,5.60,11.95,28/02/2024
Jonas,nintendo-ds,3.33,4.42,5.10,28/02/2024
Moshi Monsters: Moshling Zoo,nintendo-ds,7.93,8.64,16.00,28/02/2024
Orcs and Elves,nintendo-ds,12.91,23.97,34.25,28/02/2024
Wall-E,nintendo-ds,3.84,6.00,11.83,28/02/2024
Tinker Bell,nintendo-ds,9.99,11.37,38.92,28/02/2024
America's Test Kitchen: Let's Get Cooking,nintendo-ds,3.38,5.27,10.00,28/02/2024
Band Hero,nintendo-ds,5.66,18.58,26.11,28/02/2024
Devilish,nintendo-ds,7.75,10.32,14.31,28/02/2024
Disney Princess Magical Jewels,nintendo-ds,4.38,8.00,19.42,28/02/2024
Flower Sun and Rain,nintendo-ds,78.10,109.77,149.48,28/02/2024
Hello Kitty Party,nintendo-ds,9.21,12.31,23.30,28/02/2024
Jake Hunter Detective Chronicles,nintendo-ds,14.54,23.93,39.09,28/02/2024
Pink Nintendo DS Nintendogs Best Friends Edition,nintendo-ds,42.22,71.89,650.00,28/02/2024
Space Invaders Extreme,nintendo-ds,11.51,21.99,35.95,28/02/2024
Ben 10 Protector of Earth,nintendo-ds,4.49,7.49,18.97,28/02/2024
I Spy Funhouse,nintendo-ds,3.48,3.54,6.72,28/02/2024
The Wizard of Oz: Beyond the Yellow Brick Road,nintendo-ds,54.99,98.25,134.89,28/02/2024
Boing! Docomodake DS,nintendo-ds,11.98,21.99,35.00,28/02/2024
Polarium,nintendo-ds,6.57,6.98,7.95,28/02/2024
TMNT,nintendo-ds,6.86,8.50,18.46,28/02/2024
Civilization Revolution,nintendo-ds,7.79,10.59,15.97,28/02/2024
Iron Man,nintendo-ds,3.56,6.99,18.99,28/02/2024
Miami Law,nintendo-ds,10.50,29.93,78.88,28/02/2024
Paws &amp; Claws Pet Vet,nintendo-ds,4.78,6.94,13.46,28/02/2024
Winx Club Mission Enchantix,nintendo-ds,24.95,28.49,54.00,28/02/2024
Exit DS,nintendo-ds,3.86,6.05,7.99,28/02/2024
ATV Thunder Ridge Riders and Monster Truck Mayhem,nintendo-ds,4.82,5.39,13.99,28/02/2024
Transformers: Dark of the Moon Autobots,nintendo-ds,5.49,9.10,14.99,28/02/2024
WiFi USB Connector,nintendo-ds,15.79,21.02,39.02,28/02/2024
Frozen: Olaf's Quest,nintendo-ds,4.42,8.03,14.00,28/02/2024
High School Musical Making the Cut,nintendo-ds,3.70,4.91,6.34,28/02/2024
Looney Tunes Duck Amuck,nintendo-ds,4.75,8.34,13.98,28/02/2024
Tao's Adventure Curse of the Demon Seal,nintendo-ds,18.42,28.44,53.01,28/02/2024
Zhu Zhu Pets 2: Featuring The Wild Bunch,nintendo-ds,3.83,4.00,7.49,28/02/2024
100 All-Time Favorites,nintendo-ds,5.84,6.99,14.50,28/02/2024
Adventure Time: Hey Ice King,nintendo-ds,13.79,15.93,29.99,28/02/2024
Big Bang Mini,nintendo-ds,7.07,12.00,27.46,28/02/2024
Bubble Bobble Revolution,nintendo-ds,12.50,13.10,48.77,28/02/2024
Hot Wheels: Track Attack,nintendo-ds,4.01,4.99,18.45,28/02/2024
My Japanese Coach,nintendo-ds,19.22,22.99,48.50,28/02/2024
River King Mystic Valley,nintendo-ds,24.98,40.00,50.00,28/02/2024
SpongeBob's Truth or Square,nintendo-ds,5.46,5.83,14.42,28/02/2024
Touch Detective,nintendo-ds,17.72,27.94,48.26,28/02/2024
Backyard Hockey,nintendo-ds,8.47,9.50,44.40,28/02/2024
Generator Rex: Agent of Providence,nintendo-ds,2.45,5.29,6.48,28/02/2024
Little Mermaid Ariel's Undersea Adventure,nintendo-ds,6.37,8.84,40.56,28/02/2024
My Stop Smoking Coach,nintendo-ds,7.13,11.70,13.49,28/02/2024
Myst,nintendo-ds,7.40,11.55,39.48,28/02/2024
SimCity Creator,nintendo-ds,6.99,7.20,12.48,28/02/2024
101-in-1 Explosive Megamix,nintendo-ds,4.90,7.80,15.00,28/02/2024
Beyblade: Metal Masters,nintendo-ds,7.95,9.00,50.08,28/02/2024
Hannah Montana Music Jam,nintendo-ds,3.50,4.77,8.85,28/02/2024
Imagine Babyz,nintendo-ds,2.96,3.99,6.93,28/02/2024
Ratatouille,nintendo-ds,9.40,10.40,12.27,28/02/2024
Picross DS,nintendo-ds,9.34,14.32,29.08,28/02/2024
Asphalt Urban GT,nintendo-ds,6.12,9.99,19.97,28/02/2024
DaGeDar,nintendo-ds,4.49,6.99,8.96,28/02/2024
Harvest Moon: Grand Bazaar,nintendo-ds,34.20,47.49,85.08,28/02/2024
LEGO Marvel Super Heroes: Universe in Peril,nintendo-ds,5.90,8.31,15.00,28/02/2024
Point Blank,nintendo-ds,15.53,28.50,50.00,28/02/2024
WWE Smackdown vs. Raw 2010,nintendo-ds,8.18,11.37,24.02,28/02/2024
Space Invaders Extreme 2,nintendo-ds,10.95,14.08,30.00,28/02/2024
Alvin and The Chipmunks: The Squeakquel,nintendo-ds,3.72,4.11,12.17,28/02/2024
C.O.P.: The Recruit,nintendo-ds,21.99,45.99,64.57,28/02/2024
LEGO Rock Band,nintendo-ds,6.81,7.33,11.83,28/02/2024
Need for Speed Most Wanted,nintendo-ds,8.55,11.78,28.66,28/02/2024
Spiderman Battle for New York,nintendo-ds,10.23,18.25,29.00,28/02/2024
Tamagotchi Connection Corner Shop 2,nintendo-ds,25.41,38.48,73.00,28/02/2024
Away: Shuffle Dungeon,nintendo-ds,10.00,12.42,22.20,28/02/2024
LEGO Legends of Chima: Laval's Journey,nintendo-ds,5.00,5.62,6.84,28/02/2024
Naruto Shippuden: Ninja Destiny 2,nintendo-ds,12.09,15.00,39.56,28/02/2024
Power Rangers Samurai,nintendo-ds,5.69,7.99,23.70,28/02/2024
Rayman Raving Rabbids,nintendo-ds,7.69,10.87,15.65,28/02/2024
Battles of Prince of Persia,nintendo-ds,5.00,7.29,14.25,28/02/2024
Chaotic: Shadow Warriors,nintendo-ds,4.93,7.90,13.65,28/02/2024
Diner Dash Sizzle and Serve,nintendo-ds,12.79,17.99,30.05,28/02/2024
Disney Pixar Up,nintendo-ds,4.79,5.19,6.25,28/02/2024
Hoppie,nintendo-ds,22.00,114.07,116.40,28/02/2024
Scooby Doo Who's Watching Who,nintendo-ds,10.80,13.99,30.19,28/02/2024
Sim Animals,nintendo-ds,7.90,11.25,16.94,28/02/2024
SpongeBob SquarePants Creature from Krusty Krab,nintendo-ds,7.57,7.99,20.99,28/02/2024
iCarly,nintendo-ds,4.14,5.99,13.75,28/02/2024
007 Blood Stone,nintendo-ds,7.10,14.98,23.99,28/02/2024
Harry Potter and the Goblet of Fire,nintendo-ds,7.74,10.12,21.07,28/02/2024
Marvel Ultimate Alliance 2,nintendo-ds,9.99,14.17,52.00,28/02/2024
Monopoly / Boggle / Yahtzee / Battleship,nintendo-ds,18.69,19.49,37.00,28/02/2024
Personal Trainer: Walking,nintendo-ds,5.36,8.00,15.00,28/02/2024
Rabbids Go Home,nintendo-ds,5.76,8.84,18.15,28/02/2024
Rayman Raving Rabbids 2,nintendo-ds,7.57,8.64,20.29,28/02/2024
World of Zoo,nintendo-ds,4.49,5.48,11.61,28/02/2024
007 Quantum of Solace,nintendo-ds,6.07,6.87,18.70,28/02/2024
50 Classic Games,nintendo-ds,5.19,5.48,9.99,28/02/2024
Build-A-Bear Workshop,nintendo-ds,4.98,6.65,9.93,28/02/2024
Drawn to Life Collection,nintendo-ds,11.62,14.97,51.53,28/02/2024
MX vs ATV Untamed,nintendo-ds,3.10,4.30,15.00,28/02/2024
Monster Jam,nintendo-ds,5.52,5.99,19.00,28/02/2024
Populous DS,nintendo-ds,7.49,9.96,16.74,28/02/2024
Space Invaders Revolution,nintendo-ds,6.89,9.99,18.41,28/02/2024
SpongeBob SquarePants Yellow Avenger,nintendo-ds,6.50,9.07,19.38,28/02/2024
Tinker Bell and the Great Fairy Rescue,nintendo-ds,7.44,9.75,17.01,28/02/2024
Tony Hawk American Sk8land,nintendo-ds,10.77,12.93,20.13,28/02/2024
Monster Jam Urban Assault,nintendo-ds,4.89,5.30,14.38,28/02/2024
Atari's Greatest Hits Volume 1,nintendo-ds,11.42,11.95,24.87,28/02/2024
DS Rumble Pak,nintendo-ds,24.83,33.50,77.19,28/02/2024
Guitar Hero On Tour: Modern Hits,nintendo-ds,9.95,17.76,54.00,28/02/2024
Gunpey,nintendo-ds,4.59,9.22,15.97,28/02/2024
Retro Atari Classics,nintendo-ds,7.84,9.75,23.05,28/02/2024
Star Wars Lethal Alliance,nintendo-ds,6.44,9.99,29.95,28/02/2024
Transformers: Revenge of the Fallen Autobots,nintendo-ds,6.99,8.50,20.17,28/02/2024
Winx Club Quest for the Codex,nintendo-ds,20.98,24.72,47.00,28/02/2024
I Spy Universe,nintendo-ds,3.88,4.85,7.40,28/02/2024
Bolt,nintendo-ds,3.48,5.31,10.00,28/02/2024
Cate West: The Vanishing Files,nintendo-ds,6.26,6.50,8.00,28/02/2024
Dungeon Explorer,nintendo-ds,15.49,24.97,97.11,28/02/2024
GoldenEye Rogue Agent,nintendo-ds,8.96,12.00,22.67,28/02/2024
Harry Potter and the Half-Blood Prince,nintendo-ds,7.20,9.81,20.97,28/02/2024
Imagine Fashion Designer,nintendo-ds,3.83,4.38,9.41,28/02/2024
Intellivision Lives,nintendo-ds,24.95,24.99,30.00,28/02/2024
Madden 2008,nintendo-ds,5.35,7.49,14.00,28/02/2024
Monster Jam: Path of Destruction,nintendo-ds,6.18,6.31,20.00,28/02/2024
Spiderman Friend or Foe,nintendo-ds,9.22,10.65,25.32,28/02/2024
Star Wars: The Force Unleashed II,nintendo-ds,7.68,8.26,19.99,28/02/2024
The Wild West,nintendo-ds,23.13,26.43,50.00,28/02/2024
Chronicles of Narnia Lion Witch and the Wardrobe,nintendo-ds,4.29,7.95,19.99,28/02/2024
Draglade,nintendo-ds,34.59,68.88,120.58,28/02/2024
Harry Potter and the Deathly Hallows: Part 1,nintendo-ds,7.37,10.54,24.99,28/02/2024
Harry Potter and the Order of the Phoenix,nintendo-ds,9.97,11.00,18.34,28/02/2024
Hidden Mysteries: Titanic,nintendo-ds,5.86,7.50,11.47,28/02/2024
Littlest Pet Shop Jungle,nintendo-ds,6.69,6.93,13.00,28/02/2024
Littlest Pet Shop Winter,nintendo-ds,7.78,9.38,18.58,28/02/2024
Mech Assault Phantom War,nintendo-ds,12.47,20.51,38.00,28/02/2024
Naruto Shippuden: Ninja Council 4,nintendo-ds,11.74,14.47,35.99,28/02/2024
Princess Debut,nintendo-ds,39.99,65.20,149.66,28/02/2024
Tokyo Beat Down,nintendo-ds,40.59,95.71,137.92,28/02/2024
WireWay,nintendo-ds,5.42,6.72,5.50,28/02/2024
Again,nintendo-ds,13.21,25.75,36.99,28/02/2024
Avatar The Burning Earth,nintendo-ds,9.14,14.36,23.65,28/02/2024
Dr Jekyll &amp; Mr Hyde,nintendo-ds,13.53,21.00,21.87,28/02/2024
Puzzle Quest Challenge of the Warlords,nintendo-ds,8.20,9.77,22.48,28/02/2024
Scrabble,nintendo-ds,7.58,9.83,14.74,28/02/2024
Team Umizoomi,nintendo-ds,6.40,6.49,14.20,28/02/2024
The Smurfs,nintendo-ds,3.75,4.30,6.09,28/02/2024
Tomb Raider Underworld,nintendo-ds,10.00,14.11,35.99,28/02/2024
ANNO 1701: Dawn of Discovery,nintendo-ds,10.00,17.52,33.00,28/02/2024
Bookworm Adventures,nintendo-ds,6.95,8.00,19.99,28/02/2024
Cory in the House,nintendo-ds,6.78,8.50,18.23,28/02/2024
Digging for Dinosaurs,nintendo-ds,5.18,5.80,13.95,28/02/2024
Dynasty Warriors DS Fighter's Battle,nintendo-ds,7.93,9.47,24.52,28/02/2024
Iron Man 2,nintendo-ds,6.99,8.35,16.00,28/02/2024
Littlest Pet Shop Garden,nintendo-ds,7.58,8.59,12.08,28/02/2024
Monster Lab,nintendo-ds,7.11,10.29,22.03,28/02/2024
Nancy Drew The Hidden Staircase,nintendo-ds,7.08,9.26,17.77,28/02/2024
Need for Speed Carbon Own the City,nintendo-ds,9.97,11.46,27.47,28/02/2024
New Zealand Story Revolution,nintendo-ds,10.99,14.85,29.99,28/02/2024
Overlord: Minions,nintendo-ds,6.45,7.36,17.04,28/02/2024
Panzer Tactics,nintendo-ds,12.32,15.12,34.33,28/02/2024
Prince of Persia: The Forgotten Sands,nintendo-ds,5.75,7.00,5.50,28/02/2024
Scooby Doo and the Spooky Swamp,nintendo-ds,10.81,12.75,27.50,28/02/2024
Wreck It Ralph,nintendo-ds,4.99,6.31,19.99,28/02/2024
Diner Dash: Flo on the Go,nintendo-ds,14.51,18.15,36.52,28/02/2024
G.I. Joe: The Rise of Cobra,nintendo-ds,6.18,6.79,16.45,28/02/2024
Geometry Wars Galaxies,nintendo-ds,7.24,9.47,15.95,28/02/2024
How to Train Your Dragon,nintendo-ds,6.84,9.58,19.49,28/02/2024
Kung Fu Panda,nintendo-ds,3.69,5.07,11.10,28/02/2024
